train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season,delay_category,day_of_week,month,travel_duration_hours,year_month
22156,Uday Passenger,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2024-12-19 18:25:00,2024-12-19 18:41:00,2024-12-20 06:57:00,2024-12-20 07:20:00,16,Passenger,2024-12-19,Winter,Minor Delay,Thursday,12,12.53,2024-12
96673,Intercity Passenger,Secunderabad,Pune Junction,Secunderabad → Pune Junction,2025-11-18 11:45:00,2025-11-18 11:56:00,2025-11-19 05:55:00,2025-11-19 06:15:00,11,Passenger,2025-11-18,Post-Monsoon,Minor Delay,Tuesday,11,18.17,2025-11
31643,AC Express Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-12-15 09:20:00,2025-12-15 09:40:00,2025-12-16 03:20:00,2025-12-16 03:45:00,20,Express,2025-12-15,Winter,Minor Delay,Monday,12,18.0,2025-12
76237,Shatabdi Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-08-30 12:00:00,2024-08-30 12:04:00,2024-08-31 04:44:00,2024-08-31 04:45:00,4,Express,2024-08-30,Monsoon,On-Time,Friday,8,16.73,2024-08
52504,Mail Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-01-28 15:15:00,2024-01-28 15:22:00,2024-01-29 07:15:00,2024-01-29 07:31:00,7,Express,2024-01-28,Winter,Minor Delay,Sunday,1,16.0,2024-01
10942,Jan Shatabdi Express,New Delhi,Dehradun,New Delhi → Dehradun,2024-01-29 22:05:00,2024-01-29 22:55:00,2024-01-30 11:29:00,2024-01-30 12:14:00,50,Express,2024-01-29,Winter,Major Delay,Monday,1,13.4,2024-01
44741,Sampark Kranti Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-09-13 08:30:00,2025-09-13 08:30:00,2025-09-13 16:47:00,2025-09-13 16:47:00,0,Express,2025-09-13,Post-Monsoon,On-Time,Saturday,9,8.28,2025-09
97684,Passenger Passenger,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-09-08 20:20:00,2025-09-08 20:38:00,2025-09-09 14:04:00,2025-09-09 14:29:00,18,Passenger,2025-09-08,Post-Monsoon,Minor Delay,Monday,9,17.73,2025-09
66498,Shatabdi Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2025-10-12 11:10:00,2025-10-12 11:38:00,2025-10-12 18:44:00,2025-10-12 19:07:00,28,Express,2025-10-12,Post-Monsoon,Major Delay,Sunday,10,7.57,2025-10
49117,Gatimaan Passenger,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-11-03 11:40:00,2025-11-03 11:55:00,2025-11-04 01:35:00,2025-11-04 01:45:00,15,Passenger,2025-11-03,Post-Monsoon,Minor Delay,Monday,11,13.92,2025-11
54473,Shatabdi Superfast,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2025-04-25 15:15:00,2025-04-25 15:29:00,2025-04-25 22:35:00,2025-04-25 22:57:00,14,Superfast,2025-04-25,Summer,Minor Delay,Friday,4,7.33,2025-04
36365,Tejas Superfast,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-03-01 13:35:00,2025-03-01 14:13:00,2025-03-01 16:28:00,2025-03-01 17:09:00,38,Superfast,2025-03-01,Summer,Major Delay,Saturday,3,2.88,2025-03
16006,Kisan Passenger,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2025-07-28 18:55:00,2025-07-28 18:58:00,2025-07-29 03:29:00,2025-07-29 03:39:00,3,Passenger,2025-07-28,Monsoon,On-Time,Monday,7,8.57,2025-07
58944,Kisan Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2024-09-16 09:25:00,2024-09-16 09:32:00,2024-09-17 03:47:00,2024-09-17 04:03:00,7,Express,2024-09-16,Post-Monsoon,Minor Delay,Monday,9,18.37,2024-09
65392,Superfast Passenger,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-09-06 14:00:00,2025-09-06 14:02:00,2025-09-07 10:37:00,2025-09-07 10:38:00,2,Passenger,2025-09-06,Post-Monsoon,On-Time,Saturday,9,20.62,2025-09
62296,Humsafar Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-11-12 07:30:00,2024-11-12 07:41:00,2024-11-13 00:42:00,2024-11-13 01:00:00,11,Express,2024-11-12,Post-Monsoon,Minor Delay,Tuesday,11,17.2,2024-11
66155,Uday Superfast,New Delhi,Dehradun,New Delhi → Dehradun,2024-07-06 11:55:00,2024-07-06 12:18:00,2024-07-06 22:37:00,2024-07-06 23:04:00,23,Superfast,2024-07-06,Monsoon,Major Delay,Saturday,7,10.7,2024-07
42742,Duronto Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-03-28 08:50:00,2025-03-28 09:05:00,2025-03-28 16:35:00,2025-03-28 17:00:00,15,Express,2025-03-28,Summer,Minor Delay,Friday,3,7.75,2025-03
59615,Vivek Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-07-28 17:00:00,2024-07-28 17:15:00,2024-07-29 00:49:00,2024-07-29 01:12:00,15,Express,2024-07-28,Monsoon,Minor Delay,Sunday,7,7.82,2024-07
46463,Humsafar Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-11-24 07:10:00,2025-11-24 07:22:00,2025-11-24 17:34:00,2025-11-24 17:51:00,12,Superfast,2025-11-24,Post-Monsoon,Minor Delay,Monday,11,10.4,2025-11
68878,Express Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-05-03 20:10:00,2024-05-03 20:17:00,2024-05-04 04:39:00,2024-05-04 04:47:00,7,Passenger,2024-05-03,Summer,Minor Delay,Friday,5,8.48,2024-05
93320,Passenger Superfast,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-03-26 14:55:00,2025-03-26 14:59:00,2025-03-26 18:15:00,2025-03-26 18:17:00,4,Superfast,2025-03-26,Summer,On-Time,Wednesday,3,3.33,2025-03
95909,Vande Bharat Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-02-27 07:35:00,2025-02-27 08:01:00,2025-02-27 21:39:00,2025-02-27 22:06:00,26,Express,2025-02-27,Winter,Major Delay,Thursday,2,14.07,2025-02
48427,AC Express Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-09-16 17:15:00,2024-09-16 17:34:00,2024-09-16 22:06:00,2024-09-16 22:22:00,19,Express,2024-09-16,Post-Monsoon,Minor Delay,Monday,9,4.85,2024-09
40007,Rajdhani Passenger,Secunderabad,Pune Junction,Secunderabad → Pune Junction,2024-11-21 06:40:00,2024-11-21 06:43:00,2024-11-22 02:21:00,2024-11-22 02:28:00,3,Passenger,2024-11-21,Post-Monsoon,On-Time,Thursday,11,19.68,2024-11
56566,AC Express Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-01-21 09:25:00,2024-01-21 09:32:00,2024-01-21 18:19:00,2024-01-21 18:30:00,7,Express,2024-01-21,Winter,Minor Delay,Sunday,1,8.9,2024-01
38893,Sampark Kranti Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-07-20 17:35:00,2024-07-20 17:35:00,2024-07-21 05:39:00,2024-07-21 05:48:00,0,Express,2024-07-20,Monsoon,On-Time,Saturday,7,12.07,2024-07
47930,Rajdhani Express,Mysuru Junction,Bengaluru City,Mysuru Junction → Bengaluru City,2025-09-10 19:05:00,2025-09-10 19:11:00,2025-09-11 03:43:00,2025-09-11 03:49:00,6,Express,2025-09-10,Post-Monsoon,Minor Delay,Wednesday,9,8.63,2025-09
22363,Express Passenger,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-12-01 09:05:00,2024-12-01 09:47:00,2024-12-02 07:48:00,2024-12-02 08:29:00,42,Passenger,2024-12-01,Winter,Major Delay,Sunday,12,22.72,2024-12
31579,Vande Bharat Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-05-30 09:50:00,2024-05-30 10:06:00,2024-05-30 17:28:00,2024-05-30 17:50:00,16,Express,2024-05-30,Summer,Minor Delay,Thursday,5,7.63,2024-05
82357,AC Express Superfast,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-10-23 15:25:00,2025-10-23 15:25:00,2025-10-24 00:25:00,2025-10-24 00:27:00,0,Superfast,2025-10-23,Post-Monsoon,On-Time,Thursday,10,9.0,2025-10
37460,Intercity Passenger,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-04-18 13:05:00,2025-04-18 13:29:00,2025-04-19 09:29:00,2025-04-19 09:54:00,24,Passenger,2025-04-18,Summer,Major Delay,Friday,4,20.4,2025-04
71953,Garib Rath Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-06-29 10:50:00,2025-06-29 10:59:00,2025-06-30 04:47:00,2025-06-30 05:04:00,9,Express,2025-06-29,Monsoon,Minor Delay,Sunday,6,17.95,2025-06
24371,Jan Shatabdi Passenger,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-12-19 12:55:00,2024-12-19 13:59:00,2024-12-19 22:44:00,2024-12-19 23:53:00,64,Passenger,2024-12-19,Winter,Major Delay,Thursday,12,9.82,2024-12
24322,Tejas Express,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2024-08-02 16:15:00,2024-08-02 16:28:00,2024-08-03 05:38:00,2024-08-03 05:50:00,13,Express,2024-08-02,Monsoon,Minor Delay,Friday,8,13.38,2024-08
97841,Sampark Kranti Superfast,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2025-06-27 16:40:00,2025-06-27 17:02:00,2025-06-27 20:11:00,2025-06-27 20:36:00,22,Superfast,2025-06-27,Monsoon,Major Delay,Friday,6,3.52,2025-06
40495,Gatimaan Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-03-27 06:20:00,2024-03-27 06:44:00,2024-03-27 23:59:00,2024-03-28 00:30:00,24,Express,2024-03-27,Summer,Major Delay,Wednesday,3,17.65,2024-03
76784,Rajdhani Superfast,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-11-14 15:20:00,2024-11-14 15:22:00,2024-11-14 18:54:00,2024-11-14 18:59:00,2,Superfast,2024-11-14,Post-Monsoon,On-Time,Thursday,11,3.57,2024-11
44760,Humsafar Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-07-03 21:50:00,2024-07-03 21:56:00,2024-07-04 16:25:00,2024-07-04 16:28:00,6,Express,2024-07-03,Monsoon,Minor Delay,Wednesday,7,18.58,2024-07
19880,Express Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-05-18 07:35:00,2025-05-18 07:59:00,2025-05-19 04:32:00,2025-05-19 05:03:00,24,Passenger,2025-05-18,Summer,Major Delay,Sunday,5,20.95,2025-05
68082,Sampark Kranti Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-12-03 10:35:00,2025-12-03 10:50:00,2025-12-03 16:19:00,2025-12-03 16:43:00,15,Express,2025-12-03,Winter,Minor Delay,Wednesday,12,5.73,2025-12
59735,Vivek Passenger,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-06-10 07:50:00,2025-06-10 08:40:00,2025-06-11 03:38:00,2025-06-11 04:30:00,50,Passenger,2025-06-10,Monsoon,Major Delay,Tuesday,6,19.8,2025-06
38221,Vivek Passenger,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-05-23 05:30:00,2024-05-23 05:48:00,2024-05-23 18:18:00,2024-05-23 18:33:00,18,Passenger,2024-05-23,Summer,Minor Delay,Thursday,5,12.8,2024-05
81426,Sampark Kranti Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-09-04 13:00:00,2025-09-04 13:34:00,2025-09-05 05:22:00,2025-09-05 05:53:00,34,Express,2025-09-04,Post-Monsoon,Major Delay,Thursday,9,16.37,2025-09
42591,Antyodaya Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-09-08 20:50:00,2024-09-08 21:17:00,2024-09-09 12:32:00,2024-09-09 12:56:00,27,Express,2024-09-08,Post-Monsoon,Major Delay,Sunday,9,15.7,2024-09
19880,Express Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-08-15 21:40:00,2024-08-15 22:04:00,2024-08-16 15:24:00,2024-08-16 15:54:00,24,Express,2024-08-15,Monsoon,Major Delay,Thursday,8,17.73,2024-08
46463,Express Superfast,Mysuru Junction,Bengaluru City,Mysuru Junction → Bengaluru City,2025-05-21 19:00:00,2025-05-21 19:18:00,2025-05-22 00:54:00,2025-05-22 01:16:00,18,Superfast,2025-05-21,Summer,Minor Delay,Wednesday,5,5.9,2025-05
71348,Antyodaya Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-05-30 16:55:00,2025-05-30 17:07:00,2025-05-31 05:28:00,2025-05-31 05:41:00,12,Express,2025-05-30,Summer,Minor Delay,Friday,5,12.55,2025-05
69470,Tejas Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-03-21 05:30:00,2025-03-21 05:32:00,2025-03-21 19:04:00,2025-03-21 19:05:00,2,Express,2025-03-21,Summer,On-Time,Friday,3,13.57,2025-03
50857,Jan Shatabdi Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-02-23 13:00:00,2025-02-23 13:08:00,2025-02-24 00:10:00,2025-02-24 00:19:00,8,Express,2025-02-23,Winter,Minor Delay,Sunday,2,11.17,2025-02
10282,Uday Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-05-22 17:20:00,2025-05-22 17:32:00,2025-05-23 09:08:00,2025-05-23 09:15:00,12,Express,2025-05-22,Summer,Minor Delay,Thursday,5,15.8,2025-05
93810,Passenger Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-05-22 09:05:00,2025-05-22 09:14:00,2025-05-22 15:20:00,2025-05-22 15:36:00,9,Superfast,2025-05-22,Summer,Minor Delay,Thursday,5,6.25,2025-05
44438,Rajdhani Passenger,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-11-27 05:15:00,2025-11-27 05:34:00,2025-11-27 18:38:00,2025-11-27 18:59:00,19,Passenger,2025-11-27,Post-Monsoon,Minor Delay,Thursday,11,13.38,2025-11
71348,Duronto Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-01-23 20:00:00,2025-01-23 20:38:00,2025-01-24 10:59:00,2025-01-24 11:39:00,38,Express,2025-01-23,Winter,Major Delay,Thursday,1,14.98,2025-01
11504,Shatabdi Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-10-12 15:55:00,2025-10-12 15:59:00,2025-10-13 04:47:00,2025-10-13 04:53:00,4,Express,2025-10-12,Post-Monsoon,On-Time,Sunday,10,12.87,2025-10
59823,Passenger Passenger,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-03-08 16:10:00,2025-03-08 16:22:00,2025-03-09 10:54:00,2025-03-09 11:08:00,12,Passenger,2025-03-08,Summer,Minor Delay,Saturday,3,18.73,2025-03
46500,Kisan Superfast,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2024-12-20 22:30:00,2024-12-20 22:34:00,2024-12-21 09:33:00,2024-12-21 09:34:00,4,Superfast,2024-12-20,Winter,On-Time,Friday,12,11.05,2024-12
40495,Rajdhani Passenger,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-08-25 10:50:00,2024-08-25 11:10:00,2024-08-25 18:13:00,2024-08-25 18:35:00,20,Passenger,2024-08-25,Monsoon,Minor Delay,Sunday,8,7.38,2024-08
19116,Rajdhani Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-06-20 17:05:00,2024-06-20 17:37:00,2024-06-21 06:01:00,2024-06-21 06:31:00,32,Express,2024-06-20,Monsoon,Major Delay,Thursday,6,12.93,2024-06
70142,Vande Bharat Superfast,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-02-10 11:45:00,2025-02-10 11:48:00,2025-02-10 15:03:00,2025-02-10 15:06:00,3,Superfast,2025-02-10,Winter,On-Time,Monday,2,3.3,2025-02
83563,Uday Passenger,New Delhi,Guwahati,New Delhi → Guwahati,2024-08-22 12:35:00,2024-08-22 12:58:00,2024-08-23 04:44:00,2024-08-23 05:07:00,23,Passenger,2024-08-22,Monsoon,Major Delay,Thursday,8,16.15,2024-08
16175,Mail Passenger,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2025-08-21 05:00:00,2025-08-21 05:30:00,2025-08-21 19:04:00,2025-08-21 19:40:00,30,Passenger,2025-08-21,Monsoon,Major Delay,Thursday,8,14.07,2025-08
80855,Mail Passenger,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-12-03 11:00:00,2025-12-03 12:44:00,2025-12-04 08:49:00,2025-12-04 10:34:00,104,Passenger,2025-12-03,Winter,Major Delay,Wednesday,12,21.82,2025-12
12757,Vande Bharat Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-01-25 22:20:00,2024-01-25 22:30:00,2024-01-26 04:38:00,2024-01-26 04:54:00,10,Express,2024-01-25,Winter,Minor Delay,Thursday,1,6.3,2024-01
17331,Intercity Superfast,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-01-14 11:55:00,2024-01-14 12:13:00,2024-01-14 20:37:00,2024-01-14 20:50:00,18,Superfast,2024-01-14,Winter,Minor Delay,Sunday,1,8.7,2024-01
41385,Vivek Express,Secunderabad,Pune Junction,Secunderabad → Pune Junction,2024-03-27 06:45:00,2024-03-27 06:52:00,2024-03-27 12:56:00,2024-03-27 13:11:00,7,Express,2024-03-27,Summer,Minor Delay,Wednesday,3,6.18,2024-03
77839,Antyodaya Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-11-05 19:55:00,2025-11-05 20:22:00,2025-11-06 11:07:00,2025-11-06 11:37:00,27,Express,2025-11-05,Post-Monsoon,Major Delay,Wednesday,11,15.2,2025-11
88907,Gatimaan Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-01-10 13:00:00,2024-01-10 13:07:00,2024-01-11 05:48:00,2024-01-11 05:59:00,7,Express,2024-01-10,Winter,Minor Delay,Wednesday,1,16.8,2024-01
38893,Vivek Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-09-01 18:00:00,2024-09-01 18:05:00,2024-09-02 03:02:00,2024-09-02 03:06:00,5,Express,2024-09-01,Post-Monsoon,On-Time,Sunday,9,9.03,2024-09
41571,Garib Rath Passenger,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-04-21 14:10:00,2025-04-21 14:37:00,2025-04-22 08:53:00,2025-04-22 09:24:00,27,Passenger,2025-04-21,Summer,Major Delay,Monday,4,18.72,2025-04
80381,Duronto Superfast,New Delhi,Dehradun,New Delhi → Dehradun,2024-02-28 19:40:00,2024-02-28 19:57:00,2024-02-29 00:34:00,2024-02-29 00:55:00,17,Superfast,2024-02-28,Winter,Minor Delay,Wednesday,2,4.9,2024-02
86484,Intercity Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-08-19 12:05:00,2025-08-19 12:07:00,2025-08-20 06:00:00,2025-08-20 06:00:00,2,Express,2025-08-19,Monsoon,On-Time,Tuesday,8,17.92,2025-08
21915,Superfast Express,Varanasi Junction,New Delhi,Varanasi Junction → New Delhi,2025-01-05 05:40:00,2025-01-05 06:10:00,2025-01-05 21:53:00,2025-01-05 22:33:00,30,Express,2025-01-05,Winter,Major Delay,Sunday,1,16.22,2025-01
73653,Passenger Passenger,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-06-21 13:20:00,2025-06-21 13:37:00,2025-06-21 20:27:00,2025-06-21 20:46:00,17,Passenger,2025-06-21,Monsoon,Minor Delay,Saturday,6,7.12,2025-06
24322,Mail Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-09-10 18:25:00,2025-09-10 18:30:00,2025-09-11 13:59:00,2025-09-11 14:14:00,5,Passenger,2025-09-10,Post-Monsoon,On-Time,Wednesday,9,19.57,2025-09
17331,Sampark Kranti Superfast,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-12-18 19:25:00,2024-12-18 19:33:00,2024-12-19 02:47:00,2024-12-19 02:54:00,8,Superfast,2024-12-18,Winter,Minor Delay,Wednesday,12,7.37,2024-12
98696,Jan Shatabdi Superfast,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-11-27 06:10:00,2024-11-27 06:10:00,2024-11-27 11:21:00,2024-11-27 11:21:00,0,Superfast,2024-11-27,Post-Monsoon,On-Time,Wednesday,11,5.18,2024-11
88172,Intercity Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-06-18 19:00:00,2024-06-18 20:15:00,2024-06-19 04:26:00,2024-06-19 05:39:00,75,Express,2024-06-18,Monsoon,Major Delay,Tuesday,6,9.43,2024-06
30730,Antyodaya Passenger,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-10-06 21:35:00,2024-10-06 21:44:00,2024-10-07 08:34:00,2024-10-07 08:44:00,9,Passenger,2024-10-06,Post-Monsoon,Minor Delay,Sunday,10,10.98,2024-10
82063,Intercity Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-02-10 12:40:00,2024-02-10 13:05:00,2024-02-10 22:38:00,2024-02-10 23:10:00,25,Express,2024-02-10,Winter,Major Delay,Saturday,2,9.97,2024-02
70142,Intercity Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-05-18 09:00:00,2024-05-18 09:10:00,2024-05-18 15:08:00,2024-05-18 15:14:00,10,Express,2024-05-18,Summer,Minor Delay,Saturday,5,6.13,2024-05
71348,Uday Passenger,Dehradun,New Delhi,Dehradun → New Delhi,2025-06-18 14:00:00,2025-06-18 14:29:00,2025-06-19 03:56:00,2025-06-19 04:31:00,29,Passenger,2025-06-18,Monsoon,Major Delay,Wednesday,6,13.93,2025-06
59672,Garib Rath Express,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2025-10-14 15:45:00,2025-10-14 15:55:00,2025-10-14 22:30:00,2025-10-14 22:37:00,10,Express,2025-10-14,Post-Monsoon,Minor Delay,Tuesday,10,6.75,2025-10
96374,Tejas Passenger,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2024-10-22 15:05:00,2024-10-22 15:12:00,2024-10-23 02:45:00,2024-10-23 02:57:00,7,Passenger,2024-10-22,Post-Monsoon,Minor Delay,Tuesday,10,11.67,2024-10
23947,Superfast Superfast,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-05-24 11:05:00,2025-05-24 11:18:00,2025-05-24 14:24:00,2025-05-24 14:38:00,13,Superfast,2025-05-24,Summer,Minor Delay,Saturday,5,3.32,2025-05
42953,Express Superfast,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-05-14 18:00:00,2025-05-14 18:12:00,2025-05-15 06:35:00,2025-05-15 06:52:00,12,Superfast,2025-05-14,Summer,Minor Delay,Wednesday,5,12.58,2025-05
61173,Garib Rath Passenger,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2025-01-17 12:25:00,2025-01-17 12:46:00,2025-01-17 22:53:00,2025-01-17 23:12:00,21,Passenger,2025-01-17,Winter,Major Delay,Friday,1,10.47,2025-01
40495,AC Express Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-12-19 16:35:00,2025-12-19 16:45:00,2025-12-20 10:01:00,2025-12-20 10:11:00,10,Passenger,2025-12-19,Winter,Minor Delay,Friday,12,17.43,2025-12
24371,Vivek Express,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2025-12-03 05:20:00,2025-12-03 05:23:00,2025-12-03 16:02:00,2025-12-03 16:03:00,3,Express,2025-12-03,Winter,On-Time,Wednesday,12,10.7,2025-12
97841,Passenger Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-02-04 15:10:00,2025-02-04 15:24:00,2025-02-04 21:04:00,2025-02-04 21:28:00,14,Express,2025-02-04,Winter,Minor Delay,Tuesday,2,5.9,2025-02
38893,Uday Passenger,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-12-22 05:45:00,2024-12-22 06:17:00,2024-12-22 22:44:00,2024-12-22 23:19:00,32,Passenger,2024-12-22,Winter,Major Delay,Sunday,12,16.98,2024-12
17944,Gatimaan Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-05-24 18:30:00,2025-05-24 18:32:00,2025-05-25 07:52:00,2025-05-25 07:59:00,2,Express,2025-05-24,Summer,On-Time,Saturday,5,13.37,2025-05
70217,Humsafar Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-10-10 14:15:00,2025-10-10 14:24:00,2025-10-10 22:34:00,2025-10-10 22:53:00,9,Express,2025-10-10,Post-Monsoon,Minor Delay,Friday,10,8.32,2025-10
