train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season
79514,Antyodaya Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-10-11 07:10:00,2024-10-11 07:24:00,2024-10-11 13:46:00,2024-10-11 14:04:00,14.0,Passenger,2024-10-11,Post-Monsoon
83579,Jan Shatabdi Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-03-21 13:15:00,2024-03-21 13:18:00,2024-03-22 03:50:00,2024-03-22 03:56:00,3.0,Express,2024-03-21,Summer
21226,Intercity Passenger,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-01-17 07:50:00,2025-01-17 08:23:00,2025-01-18 03:22:00,2025-01-18 04:04:00,33.0,Passenger,2025-01-17,Winter
16175,Passenger Passenger,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2025-10-08 10:25:00,2025-10-08 10:44:00,2025-10-09 08:55:00,2025-10-09 09:18:00,19.0,Passenger,2025-10-08,Post-Monsoon
40982,Sampark Kranti Express,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2025-02-19 07:45:00,2025-02-19 07:52:00,2025-02-19 13:28:00,2025-02-19 13:42:00,7.0,Express,2025-02-19,Winter
24621,Rajdhani Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-02-28 17:50:00,2024-02-28 18:09:00,2024-02-29 03:33:00,2024-02-29 03:51:00,19.0,Express,2024-02-28,Winter
22156,Gatimaan Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-01-14 11:35:00,2024-01-14 12:02:00,2024-01-15 04:59:00,2024-01-15 05:27:00,27.0,Express,2024-01-14,Winter
30730,Superfast Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-10-15 22:10:00,2025-10-15 22:11:00,2025-10-16 05:59:00,2025-10-16 05:59:00,1.0,Express,2025-10-15,Post-Monsoon
73624,Duronto Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-02-25 21:10:00,2024-02-25 21:27:00,2024-02-26 09:03:00,2024-02-26 09:29:00,17.0,Express,2024-02-25,Winter
27342,Express Superfast,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-11-05 14:00:00,2025-11-05 14:08:00,2025-11-06 01:48:00,2025-11-06 02:00:00,8.0,Superfast,2025-11-05,Post-Monsoon
23434,Intercity Passenger,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2025-08-28 09:50:00,2025-08-28 09:51:00,2025-08-29 06:13:00,2025-08-29 06:14:00,1.0,Passenger,2025-08-28,Monsoon
35112,Humsafar Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-02-09 06:45:00,2024-02-09 06:45:00,2024-02-09 22:58:00,2024-02-09 23:02:00,0.0,Express,2024-02-09,Winter
18834,Uday Passenger,Chandigarh,New Delhi,Chandigarh → New Delhi,2025-07-31 08:00:00,2025-07-31 08:10:00,2025-08-01 07:57:00,2025-08-01 08:08:00,10.0,Passenger,2025-07-31,Monsoon
89818,Mail Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2024-02-05 17:50:00,2024-02-05 19:09:00,2024-02-05 22:40:00,2024-02-06 00:00:00,79.0,Express,2024-02-05,Winter
16630,Passenger Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2024-10-11 09:25:00,2024-10-11 09:58:00,2024-10-11 21:10:00,2024-10-11 21:49:00,33.0,Express,2024-10-11,Post-Monsoon
62772,Garib Rath Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-04-09 07:15:00,2025-04-09 07:29:00,2025-04-09 17:39:00,2025-04-09 17:52:00,14.0,Express,2025-04-09,Summer
75435,Duronto Passenger,Dehradun,New Delhi,Dehradun → New Delhi,2025-12-02 18:05:00,2025-12-02 18:11:00,2025-12-03 06:39:00,2025-12-03 06:53:00,6.0,Passenger,2025-12-02,Winter
63354,Duronto Superfast,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-05-17 19:05:00,2025-05-17 19:13:00,2025-05-17 22:25:00,2025-05-17 22:32:00,8.0,Superfast,2025-05-17,Summer
68800,Superfast Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-12-16 06:15:00,2025-12-16 06:48:00,2025-12-16 09:44:00,2025-12-16 10:17:00,33.0,Superfast,2025-12-16,Winter
23947,Jan Shatabdi Passenger,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2025-06-13 16:10:00,2025-06-13 16:37:00,2025-06-14 15:50:00,2025-06-14 16:17:00,27.0,Passenger,2025-06-13,Monsoon
35203,Passenger Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-02-25 22:35:00,2024-02-25 23:00:00,2024-02-26 13:10:00,2024-02-26 13:32:00,25.0,Express,2024-02-25,Winter
18326,Gatimaan Passenger,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2024-03-05 16:25:00,2024-03-05 16:33:00,2024-03-06 12:56:00,2024-03-06 13:02:00,8.0,Passenger,2024-03-05,Summer
57052,Kisan Express,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2025-11-01 17:20:00,2025-11-01 17:29:00,2025-11-02 00:35:00,2025-11-02 00:48:00,9.0,Express,2025-11-01,Post-Monsoon
97684,Passenger Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-06-29 22:00:00,2024-06-29 22:08:00,2024-06-30 16:42:00,2024-06-30 16:51:00,8.0,Passenger,2024-06-29,Monsoon
66498,Mail Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-10-15 22:20:00,2024-10-15 22:30:00,2024-10-16 11:26:00,2024-10-16 11:32:00,10.0,Express,2024-10-15,Post-Monsoon
23947,Gatimaan Superfast,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2025-11-25 22:40:00,2025-11-25 22:51:00,2025-11-26 10:36:00,2025-11-26 10:54:00,11.0,Superfast,2025-11-25,Post-Monsoon
44438,Antyodaya Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-04-12 11:40:00,2024-04-12 11:56:00,2024-04-12 22:30:00,2024-04-12 22:51:00,16.0,Express,2024-04-12,Summer
46509,Intercity Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-11-28 13:45:00,2025-11-28 14:18:00,2025-11-29 00:57:00,2025-11-29 01:32:00,33.0,Express,2025-11-28,Post-Monsoon
46500,Uday Passenger,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2025-05-25 05:40:00,2025-05-25 06:35:00,2025-05-25 13:15:00,2025-05-25 14:18:00,55.0,Passenger,2025-05-25,Summer
28131,Express Passenger,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-04-10 22:00:00,2024-04-10 22:14:00,2024-04-11 14:50:00,2024-04-11 15:01:00,14.0,Passenger,2024-04-10,Summer
22676,Gatimaan Express,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2024-03-19 08:10:00,2024-03-19 08:19:00,2024-03-19 16:17:00,2024-03-19 16:25:00,9.0,Express,2024-03-19,Summer
84364,Gatimaan Express,Mysuru Junction,Bengaluru City,Mysuru Junction → Bengaluru City,2025-09-05 17:05:00,2025-09-05 17:11:00,2025-09-06 07:19:00,2025-09-06 07:24:00,6.0,Express,2025-09-05,Post-Monsoon
30969,Rajdhani Express,Chennai Central,New Delhi,Chennai Central → New Delhi,2024-09-13 19:00:00,2024-09-13 19:01:00,2024-09-14 13:31:00,2024-09-14 13:31:00,1.0,Express,2024-09-13,Post-Monsoon
86484,Sampark Kranti Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-12-29 20:05:00,2025-12-29 20:17:00,2025-12-30 09:43:00,2025-12-30 10:04:00,12.0,Express,2025-12-29,Winter
49117,Tejas Express,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2025-01-10 16:55:00,2025-01-10 17:08:00,2025-01-11 05:56:00,2025-01-11 06:14:00,13.0,Express,2025-01-10,Winter
36062,Antyodaya Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-11-26 22:50:00,2024-11-26 22:53:00,2024-11-27 06:29:00,2024-11-27 06:33:00,3.0,Express,2024-11-26,Post-Monsoon
68878,Duronto Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-03-15 19:05:00,2024-03-15 19:10:00,2024-03-16 07:33:00,2024-03-16 07:36:00,5.0,Superfast,2024-03-15,Summer
91070,Vivek Passenger,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-11-07 13:25:00,2025-11-07 13:43:00,2025-11-08 04:02:00,2025-11-08 04:17:00,18.0,Passenger,2025-11-07,Post-Monsoon
89840,Gatimaan Express,Mumbai Central,New Delhi,Mumbai Central → New Delhi,2024-10-11 22:10:00,2024-10-11 22:15:00,2024-10-12 13:04:00,2024-10-12 13:05:00,5.0,Express,2024-10-11,Post-Monsoon
16630,Sampark Kranti Passenger,Ahmedabad Junction,Mumbai Central,Ahmedabad Junction → Mumbai Central,2025-02-23 05:15:00,2025-02-23 05:17:00,2025-02-24 04:37:00,2025-02-24 04:37:00,2.0,Passenger,2025-02-23,Winter
28726,AC Express Passenger,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-03-28 07:45:00,2025-03-28 08:07:00,2025-03-28 14:00:00,2025-03-28 14:25:00,22.0,Passenger,2025-03-28,Summer
65333,Mail Passenger,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2025-07-14 15:55:00,2025-07-14 16:11:00,2025-07-15 10:43:00,2025-07-15 11:05:00,16.0,Passenger,2025-07-14,Monsoon
59615,Kisan Superfast,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-10-13 06:55:00,2024-10-13 07:21:00,2024-10-13 14:08:00,2024-10-13 14:43:00,26.0,Superfast,2024-10-13,Post-Monsoon
62350,Superfast Express,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2025-02-26 22:45:00,2025-02-26 23:05:00,2025-02-27 03:36:00,2025-02-27 03:51:00,20.0,Express,2025-02-26,Winter
30033,Humsafar Passenger,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-07-27 07:50:00,2024-07-27 07:55:00,2024-07-27 22:30:00,2024-07-27 22:36:00,5.0,Passenger,2024-07-27,Monsoon
63883,Tejas Passenger,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2024-05-22 05:10:00,2024-05-22 05:22:00,2024-05-22 15:38:00,2024-05-22 15:54:00,12.0,Passenger,2024-05-22,Summer
14165,Gatimaan Passenger,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2025-10-17 20:05:00,2025-10-17 20:07:00,2025-10-18 11:31:00,2025-10-18 11:33:00,2.0,Passenger,2025-10-17,Post-Monsoon
37653,Tejas Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-07-21 14:50:00,2024-07-21 14:50:00,2024-07-22 01:15:00,2024-07-22 01:23:00,0.0,Express,2024-07-21,Monsoon
80284,Passenger Passenger,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2025-06-27 20:30:00,2025-06-27 21:11:00,2025-06-28 08:52:00,2025-06-28 09:30:00,41.0,Passenger,2025-06-27,Monsoon
24322,Antyodaya Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-01-23 10:25:00,2025-01-23 10:28:00,2025-01-23 15:46:00,2025-01-23 15:51:00,3.0,Express,2025-01-23,Winter
28289,Superfast Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-06-02 10:00:00,2024-06-02 10:00:00,2024-06-02 22:51:00,2024-06-02 22:59:00,0.0,Express,2024-06-02,Monsoon
21395,Express Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-12-05 07:25:00,2024-12-05 07:44:00,2024-12-06 02:22:00,2024-12-06 02:47:00,19.0,Express,2024-12-05,Winter
79514,Antyodaya Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-03-22 11:35:00,2025-03-22 12:30:00,2025-03-23 02:29:00,2025-03-23 03:21:00,55.0,Express,2025-03-22,Summer
21395,Superfast Superfast,New Delhi,Dehradun,New Delhi → Dehradun,2025-04-30 09:50:00,2025-04-30 09:55:00,2025-04-30 14:28:00,2025-04-30 14:28:00,5.0,Superfast,2025-04-30,Summer
65461,Express Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-10-06 19:45:00,2025-10-06 20:20:00,2025-10-07 05:04:00,2025-10-07 05:44:00,,Express,2025-10-06,Post-Monsoon
50857,Kisan Express,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2024-08-10 11:45:00,2024-08-10 13:00:00,2024-08-10 19:40:00,2024-08-10 21:01:00,75.0,Express,2024-08-10,Monsoon
26361,Uday Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-02-27 12:15:00,2024-02-27 12:15:00,2024-02-27 19:56:00,2024-02-27 20:00:00,0.0,Express,2024-02-27,Winter
65333,Passenger Superfast,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-05-20 17:50:00,2024-05-20 18:03:00,2024-05-20 21:11:00,2024-05-20 21:25:00,13.0,Superfast,2024-05-20,Summer
28289,Express Express,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2025-04-01 16:15:00,2025-04-01 16:20:00,2025-04-02 07:33:00,2025-04-02 07:41:00,5.0,Express,2025-04-01,Summer
99353,Sampark Kranti Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-12-16 07:40:00,2024-12-16 07:41:00,2024-12-17 01:51:00,2024-12-17 02:02:00,1.0,Express,2024-12-16,Winter
17592,Tejas Superfast,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2024-04-05 16:25:00,2024-04-05 16:29:00,2024-04-05 20:32:00,2024-04-05 20:43:00,4.0,Superfast,2024-04-05,Summer
95649,Express Passenger,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-11-24 09:05:00,2025-11-24 09:06:00,2025-11-25 05:16:00,2025-11-25 05:17:00,1.0,Passenger,2025-11-24,Post-Monsoon
48469,Vande Bharat Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-07-13 13:45:00,2025-07-13 13:47:00,2025-07-14 04:13:00,2025-07-14 04:13:00,2.0,Express,2025-07-13,Monsoon
98696,Jan Shatabdi Superfast,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-11-27 06:10:00,2024-11-27 06:10:00,2024-11-27 11:21:00,2024-11-27 11:21:00,0.0,Superfast,2024-11-27,Post-Monsoon
84364,Intercity Superfast,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2024-08-30 19:30:00,2024-08-30 19:31:00,2024-08-30 22:28:00,2024-08-30 22:36:00,1.0,Superfast,2024-08-30,Monsoon
87236,Sampark Kranti Passenger,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2024-04-01 14:45:00,2024-04-01 14:58:00,2024-04-02 15:19:00,2024-04-02 15:32:00,13.0,Passenger,2024-04-01,Summer
77391,Intercity Express,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2024-05-04 20:35:00,2024-05-04 20:39:00,2024-05-05 05:38:00,2024-05-05 05:48:00,4.0,Express,2024-05-04,Summer
63354,Passenger Express,Mumbai Central,New Delhi,Mumbai Central → New Delhi,2025-10-15 14:05:00,2025-10-15 14:11:00,2025-10-16 01:59:00,2025-10-16 02:03:00,6.0,Express,2025-10-15,Post-Monsoon
45382,Uday Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-05-10 10:55:00,2024-05-10 10:57:00,2024-05-10 15:39:00,2024-05-10 15:48:00,2.0,Express,2024-05-10,Summer
17944,Tejas Passenger,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-08-08 17:45:00,2024-08-08 18:27:00,2024-08-09 01:27:00,2024-08-09 02:08:00,42.0,Passenger,2024-08-08,Monsoon
89507,Shatabdi Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-05-09 09:25:00,2024-05-09 09:29:00,2024-05-09 21:25:00,2024-05-09 21:31:00,4.0,Express,2024-05-09,Summer
63269,Rajdhani Superfast,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-06-07 12:10:00,2024-06-07 12:54:00,2024-06-07 17:06:00,2024-06-07 17:58:00,44.0,Superfast,2024-06-07,Monsoon
13478,Sampark Kranti Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-04-30 21:35:00,2025-04-30 21:35:00,2025-05-01 04:13:00,2025-05-01 04:13:00,0.0,Express,2025-04-30,Summer
62772,Kisan Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-07-10 16:40:00,2025-07-10 17:03:00,2025-07-11 10:28:00,2025-07-11 10:47:00,23.0,Express,2025-07-10,Monsoon
42742,Sampark Kranti Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-02-09 12:20:00,2025-02-09 12:22:00,2025-02-10 04:30:00,2025-02-10 04:38:00,2.0,Express,2025-02-09,Winter
93227,Mail Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-06-30 14:05:00,2024-06-30 14:05:00,2024-07-01 02:52:00,2024-07-01 02:59:00,0.0,Express,2024-06-30,Monsoon
19880,Rajdhani Superfast,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2024-02-12 05:35:00,2024-02-12 05:37:00,2024-02-12 16:53:00,2024-02-12 16:55:00,2.0,Superfast,2024-02-12,Winter
28373,Humsafar Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-07-21 05:30:00,2025-07-21 05:41:00,2025-07-22 02:32:00,2025-07-22 02:50:00,11.0,Passenger,2025-07-21,Monsoon
39451,Express Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-04-01 14:50:00,2025-04-01 15:07:00,2025-04-01 20:57:00,2025-04-01 21:13:00,17.0,Express,2025-04-01,Summer
16006,Duronto Express,New Delhi,Guwahati,New Delhi → Guwahati,2025-04-14 22:10:00,2025-04-14 22:12:00,2025-04-15 13:47:00,2025-04-15 13:51:00,2.0,Express,2025-04-14,Summer
19880,Tejas Express,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2024-02-02 09:10:00,2024-02-02 09:11:00,2024-02-02 18:46:00,2024-02-02 18:54:00,1.0,Express,2024-02-02,Winter
63354,Tejas Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-08-25 20:25:00,2025-08-25 20:32:00,2025-08-26 10:42:00,2025-08-26 10:56:00,7.0,Express,2025-08-25,Monsoon
71213,Kisan Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-08-26 14:15:00,2024-08-26 14:50:00,2024-08-26 18:22:00,2024-08-26 18:52:00,35.0,Express,2024-08-26,Monsoon
24371,Jan Shatabdi Passenger,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-12-19 12:55:00,2024-12-19 13:59:00,2024-12-19 22:44:00,2024-12-19 23:53:00,64.0,Passenger,2024-12-19,Winter
96673,Rajdhani Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-05-13 06:40:00,2025-05-13 07:24:00,2025-05-13 14:38:00,2025-05-13 15:28:00,44.0,Passenger,2025-05-13,Summer
59797,Superfast Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-07-25 09:30:00,2024-07-25 09:56:00,2024-07-25 17:11:00,2024-07-25 17:33:00,26.0,Express,2024-07-25,Monsoon
70217,Vande Bharat Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-02-27 05:55:00,2024-02-27 06:00:00,2024-02-27 12:00:00,2024-02-27 12:15:00,5.0,Express,2024-02-27,Winter
26828,Kisan Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-08-16 17:35:00,2024-08-16 18:19:00,2024-08-17 07:40:00,2024-08-17 08:30:00,44.0,Express,2024-08-16,Monsoon
54587,Duronto Superfast,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-03-25 08:10:00,2024-03-25 08:11:00,2024-03-25 18:44:00,2024-03-25 18:44:00,1.0,Superfast,2024-03-25,Summer
22363,Express Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-06-17 18:10:00,2024-06-17 18:43:00,2024-06-18 01:16:00,2024-06-18 01:54:00,33.0,Passenger,2024-06-17,Monsoon
84341,Vande Bharat Express,New Delhi,Dehradun,New Delhi → Dehradun,2024-06-08 08:10:00,2024-06-08 08:12:00,2024-06-08 19:39:00,2024-06-08 19:46:00,2.0,Express,2024-06-08,Monsoon
84364,Intercity Passenger,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-11-12 09:20:00,2025-11-12 09:21:00,2025-11-13 06:03:00,2025-11-13 06:03:00,1.0,Passenger,2025-11-12,Post-Monsoon
26483,Uday Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-07-19 19:25:00,2024-07-19 21:08:00,2024-07-20 07:37:00,2024-07-20 09:15:00,103.0,Express,2024-07-19,Monsoon
96474,Vivek Passenger,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-05-15 08:55:00,2025-05-15 08:55:00,2025-05-15 21:16:00,2025-05-15 21:26:00,0.0,Passenger,2025-05-15,Summer
81426,Vivek Passenger,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-01-29 11:25:00,2025-01-29 11:36:00,2025-01-30 10:28:00,2025-01-30 10:47:00,11.0,Passenger,2025-01-29,Winter
92397,Rajdhani Superfast,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2024-04-08 11:40:00,2024-04-08 11:52:00,2024-04-08 22:28:00,2024-04-08 22:40:00,12.0,Superfast,2024-04-08,Summer
61856,Tejas Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-04-18 18:55:00,2024-04-18 19:30:00,2024-04-18 23:05:00,2024-04-18 23:45:00,35.0,Express,2024-04-18,Summer
31319,Antyodaya Superfast,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-09-07 10:05:00,2024-09-07 10:16:00,2024-09-07 16:44:00,2024-09-07 17:00:00,11.0,Superfast,2024-09-07,Post-Monsoon
21226,Humsafar Express,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-08-01 20:05:00,2024-08-01 20:47:00,2024-08-02 07:56:00,2024-08-02 08:34:00,42.0,Express,2024-08-01,Monsoon
99733,Rajdhani Passenger,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-12-10 18:00:00,2025-12-10 18:19:00,2025-12-11 12:36:00,2025-12-11 12:59:00,19.0,Passenger,2025-12-10,Winter
47388,Passenger Passenger,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-07-28 15:15:00,2024-07-28 15:37:00,2024-07-29 05:40:00,2024-07-29 06:01:00,22.0,Passenger,2024-07-28,Monsoon
16006,Kisan Express,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2025-08-28 08:55:00,2025-08-28 09:14:00,2025-08-28 12:59:00,2025-08-28 13:24:00,19.0,Express,2025-08-28,Monsoon
44438,Jan Shatabdi Superfast,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-08-29 22:30:00,2024-08-29 23:20:00,2024-08-30 06:42:00,2024-08-30 07:31:00,50.0,Superfast,2024-08-29,Monsoon
39256,Tejas Express,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2024-12-24 13:05:00,2024-12-24 13:27:00,2024-12-25 04:05:00,2024-12-25 04:23:00,22.0,Express,2024-12-24,Winter
94259,Antyodaya Passenger,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-03-11 12:25:00,2024-03-11 12:27:00,2024-03-12 03:35:00,2024-03-12 03:46:00,2.0,Passenger,2024-03-11,Summer
92240,AC Express Superfast,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2025-08-20 08:55:00,2025-08-20 09:02:00,2025-08-20 17:36:00,2025-08-20 17:46:00,7.0,Superfast,2025-08-20,Monsoon
15695,Tejas Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-03-28 21:55:00,2024-03-28 22:08:00,2024-03-29 08:41:00,2024-03-29 08:54:00,13.0,Express,2024-03-28,Summer
44522,Intercity Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2024-09-16 21:00:00,2024-09-16 21:06:00,2024-09-17 10:17:00,2024-09-17 10:19:00,6.0,Express,2024-09-16,Post-Monsoon
